shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
40520004,42.358977,-71.057708,40009,
40520004,42.358977,-71.057708,50001,
40520004,42.360395,-71.057691,50002,
40520004,42.362708,-71.057892,50003,
40520004,42.362969,-71.057940,50004,
40520004,42.363140,-71.058043,50005,
40520004,42.363140,-71.058043,60001,
40520004,42.363321,-71.058165,60002,
40520004,42.363533,-71.058364,60003,
40520004,42.364186,-71.059114,60004,
40520004,42.365743,-71.060455,60005,
40520004,42.365743,-71.060455,70001,
40520004,42.365832,-71.060531,70002,
40520004,42.371298,-71.065725,70003,
40520004,42.371310,-71.065748,70004,
40520004,42.372677,-71.067739,70005,
40520004,42.373453,-71.069084,70006,
40520004,42.373642,-71.069578,70007,
40520004,42.373657,-71.069613,70008,
40520004,42.373657,-71.069613,80001,
40520004,42.374109,-71.070642,80002,
40520004,42.374366,-71.071204,80003,
40520004,42.374488,-71.071477,80004,
40520004,42.375065,-71.072442,80005,
40520004,42.375461,-71.073003,80006,
40520004,42.375918,-71.073634,80007,
40520004,42.376445,-71.074194,80008,
40520004,42.376996,-71.074680,80009,
40520004,42.378895,-71.076313,80010,
40520004,42.379358,-71.076605,80011,
40520004,42.379536,-71.076679,80012,
40520004,42.379593,-71.076710,80013,
40520004,42.379743,-71.076783,80014,
40520004,42.379995,-71.076868,80015,
40520004,42.380169,-71.076908,80016,
40520004,42.380307,-71.076932,80017,
40520004,42.380549,-71.076935,80018,
40520004,42.381775,-71.076955,80019,
40520004,42.382587,-71.077017,80020,
40520004,42.382872,-71.077006,80021,
40520004,42.383007,-71.077001,80022,
40520004,42.383106,-71.076998,80023,
40520004,42.383675,-71.076967,80024,
40520004,42.383675,-71.076967,90001,
40520004,42.384131,-71.076943,90002,
40520004,42.384489,-71.076918,90003,
40520004,42.385151,-71.076919,90004,
40520004,42.385274,-71.076927,90005,
40520004,42.385596,-71.076927,90006,
40520004,42.385786,-71.076923,90007,
40520004,42.386191,-71.076929,90008,
40520004,42.386303,-71.076923,90009,
40520004,42.386457,-71.076925,90010,
40520004,42.386970,-71.076938,90011,
40520004,42.387402,-71.076947,90012,
40520004,42.387963,-71.076995,90013,
40520004,42.388473,-71.077017,90014,
40520004,42.389523,-71.077050,90015,
40520004,42.389980,-71.077044,90016,
40520004,42.390653,-71.077048,90017,
