season,route_id,route_name,train,direction_id,day_type_id,day_type_name,stop_time,stop_id,stopsequence,average_ons,average_offs,average_load,ObjectId
Fall 2024,CR-Greenbush,Greenbush Line,79,0,day_type_01,weekday,1/1/2024 12:24,Nantasket Junction,7.0,0,2,16,10631
Fall 2024,CR-Greenbush,Greenbush Line,89,0,day_type_01,weekday,1/1/2024 18:18,Greenbush,10.0,0,54,0,10632
Fall 2024,CR-Greenbush,Greenbush Line,70,1,day_type_01,weekday,1/1/2024 5:05,Greenbush,1.0,16,0,16,10633
Fall 2024,CR-Greenbush,Greenbush Line,74,1,day_type_01,weekday,1/1/2024 7:50,Quincy Center,8.0,61,4,684,10634
Fall 2024,CR-Greenbush,Greenbush Line,79,0,day_type_01,weekday,1/1/2024 12:27,Cohasset,8.0,0,3,13,10635
Fall 2024,CR-Greenbush,Greenbush Line,90,1,day_type_01,weekday,1/1/2024 17:42,Greenbush,1.0,6,0,6,10636
Fall 2024,CR-Greenbush,Greenbush Line,70,1,day_type_01,weekday,1/1/2024 5:12,North Scituate,2.0,7,0,23,10637
Fall 2024,CR-Greenbush,Greenbush Line,74,1,day_type_01,weekday,1/1/2024 7:59,JFK/UMass,9.0,6,140,550,10638
Fall 2024,CR-Greenbush,Greenbush Line,79,0,day_type_01,weekday,1/1/2024 12:35,North Scituate,9.0,0,8,5,10639
Fall 2024,CR-Greenbush,Greenbush Line,90,1,day_type_01,weekday,1/1/2024 17:49,North Scituate,2.0,2,0,8,10640
Fall 2024,CR-Greenbush,Greenbush Line,74,1,day_type_01,weekday,1/1/2024 8:09,South Station,10.0,0,550,0,10641
Fall 2024,CR-Greenbush,Greenbush Line,70,1,day_type_01,weekday,1/1/2024 5:18,Cohasset,3.0,4,0,27,10642
Fall 2024,CR-Greenbush,Greenbush Line,79,0,day_type_01,weekday,1/1/2024 12:47,Greenbush,10.0,0,5,0,10643
Fall 2024,CR-Greenbush,Greenbush Line,90,1,day_type_01,weekday,1/1/2024 18:01,Cohasset,3.0,1,0,9,10644
Fall 2024,CR-Greenbush,Greenbush Line,75,0,day_type_01,weekday,1/1/2024 9:12,South Station,1.0,12,0,12,10645
Fall 2024,CR-Greenbush,Greenbush Line,70,1,day_type_01,weekday,1/1/2024 5:21,Nantasket Junction,4.0,2,0,29,10646
Fall 2024,CR-Greenbush,Greenbush Line,80,1,day_type_01,weekday,1/1/2024 10:35,Greenbush,1.0,15,0,15,10647
Fall 2024,CR-Greenbush,Greenbush Line,90,1,day_type_01,weekday,1/1/2024 18:04,Nantasket Junction,4.0,0,1,8,10648
Fall 2024,CR-Greenbush,Greenbush Line,75,0,day_type_01,weekday,1/1/2024 9:18,JFK/UMass,2.0,1,2,11,10649
Fall 2024,CR-Greenbush,Greenbush Line,70,1,day_type_01,weekday,1/1/2024 5:26,West Hingham,5.0,9,0,38,10650
Fall 2024,CR-Greenbush,Greenbush Line,80,1,day_type_01,weekday,1/1/2024 10:42,North Scituate,2.0,5,3,17,10651
Fall 2024,CR-Greenbush,Greenbush Line,90,1,day_type_01,weekday,1/1/2024 18:09,West Hingham,5.0,2,0,10,10652
Fall 2024,CR-Greenbush,Greenbush Line,75,0,day_type_01,weekday,1/1/2024 9:27,Quincy Center,3.0,1,4,8,10653
Fall 2024,CR-Greenbush,Greenbush Line,70,1,day_type_01,weekday,1/1/2024 5:31,East Weymouth,6.0,15,0,53,10654
Fall 2024,CR-Greenbush,Greenbush Line,80,1,day_type_01,weekday,1/1/2024 10:48,Cohasset,3.0,3,0,20,10655
Fall 2024,CR-Greenbush,Greenbush Line,90,1,day_type_01,weekday,1/1/2024 18:14,East Weymouth,6.0,1,0,11,10656
Fall 2024,CR-Greenbush,Greenbush Line,75,0,day_type_01,weekday,1/1/2024 9:37,Weymouth Landing/East Braintree,4.0,0,2,6,10657
Fall 2024,CR-Greenbush,Greenbush Line,70,1,day_type_01,weekday,1/1/2024 5:37,Weymouth Landing/East Braintree,7.0,12,0,65,10658
Fall 2024,CR-Greenbush,Greenbush Line,80,1,day_type_01,weekday,1/1/2024 10:51,Nantasket Junction,4.0,6,0,26,10659
Fall 2024,CR-Greenbush,Greenbush Line,90,1,day_type_01,weekday,1/1/2024 18:20,Weymouth Landing/East Braintree,7.0,0,1,10,10660
Fall 2024,CR-Greenbush,Greenbush Line,75,0,day_type_01,weekday,1/1/2024 9:42,East Weymouth,5.0,0,1,5,10661
Fall 2024,CR-Greenbush,Greenbush Line,70,1,day_type_01,weekday,1/1/2024 5:47,Quincy Center,8.0,12,1,76,10662
Fall 2024,CR-Greenbush,Greenbush Line,80,1,day_type_01,weekday,1/1/2024 10:56,West Hingham,5.0,3,0,29,10663
Fall 2024,CR-Greenbush,Greenbush Line,90,1,day_type_01,weekday,1/1/2024 18:30,Quincy Center,8.0,3,1,12,10664
Fall 2024,CR-Greenbush,Greenbush Line,75,0,day_type_01,weekday,1/1/2024 9:51,West Hingham,6.0,0,1,4,10665
Fall 2024,CR-Greenbush,Greenbush Line,70,1,day_type_01,weekday,1/1/2024 5:56,JFK/UMass,9.0,4,6,74,10666
Fall 2024,CR-Greenbush,Greenbush Line,80,1,day_type_01,weekday,1/1/2024 11:06,East Weymouth,6.0,8,0,37,10667
Fall 2024,CR-Greenbush,Greenbush Line,90,1,day_type_01,weekday,1/1/2024 18:39,JFK/UMass,9.0,5,1,16,10668
Fall 2024,CR-Greenbush,Greenbush Line,75,0,day_type_01,weekday,1/1/2024 9:55,Nantasket Junction,7.0,0,0,4,10669
Fall 2024,CR-Greenbush,Greenbush Line,70,1,day_type_01,weekday,1/1/2024 6:04,South Station,10.0,0,74,0,10670
Fall 2024,CR-Greenbush,Greenbush Line,80,1,day_type_01,weekday,1/1/2024 11:12,Weymouth Landing/East Braintree,7.0,7,2,42,10671
Fall 2024,CR-Greenbush,Greenbush Line,90,1,day_type_01,weekday,1/1/2024 18:47,South Station,10.0,0,18,-2,10672
Fall 2024,CR-Greenbush,Greenbush Line,75,0,day_type_01,weekday,1/1/2024 9:58,Cohasset,8.0,0,1,3,10673
Fall 2024,CR-Greenbush,Greenbush Line,71,0,day_type_01,weekday,1/1/2024 6:25,South Station,1.0,4,0,4,10674
Fall 2024,CR-Greenbush,Greenbush Line,91,0,day_type_01,weekday,1/1/2024 18:23,South Station,1.0,130,0,130,10675
Fall 2024,CR-Greenbush,Greenbush Line,80,1,day_type_01,weekday,1/1/2024 11:22,Quincy Center,8.0,3,3,42,10676
Fall 2024,CR-Greenbush,Greenbush Line,80,1,day_type_01,weekday,1/1/2024 11:31,JFK/UMass,9.0,1,5,38,10677
Fall 2024,CR-Greenbush,Greenbush Line,91,0,day_type_01,weekday,1/1/2024 18:29,JFK/UMass,2.0,22,4,148,10678
Fall 2024,CR-Greenbush,Greenbush Line,80,1,day_type_01,weekday,1/1/2024 11:39,South Station,10.0,0,38,0,10679
Fall 2024,CR-Greenbush,Greenbush Line,75,0,day_type_01,weekday,1/1/2024 10:06,North Scituate,9.0,0,1,2,10680
Fall 2024,CR-Greenbush,Greenbush Line,91,0,day_type_01,weekday,1/1/2024 18:38,Quincy Center,3.0,1,43,106,10681
Fall 2024,CR-Greenbush,Greenbush Line,81,0,day_type_01,weekday,1/1/2024 13:00,South Station,1.0,42,0,42,10682
Fall 2024,CR-Greenbush,Greenbush Line,71,0,day_type_01,weekday,1/1/2024 6:31,JFK/UMass,2.0,3,2,5,10683
Fall 2024,CR-Greenbush,Greenbush Line,91,0,day_type_01,weekday,1/1/2024 18:48,Weymouth Landing/East Braintree,4.0,0,21,85,10684
Fall 2024,CR-Greenbush,Greenbush Line,71,0,day_type_01,weekday,1/1/2024 6:40,Quincy Center,3.0,3,2,6,10685
Fall 2024,CR-Greenbush,Greenbush Line,81,0,day_type_01,weekday,1/1/2024 13:06,JFK/UMass,2.0,9,2,49,10686
Fall 2024,CR-Greenbush,Greenbush Line,75,0,day_type_01,weekday,1/1/2024 10:18,Greenbush,10.0,0,2,0,10687
Fall 2024,CR-Greenbush,Greenbush Line,91,0,day_type_01,weekday,1/1/2024 18:53,East Weymouth,5.0,0,24,61,10688
Fall 2024,CR-Greenbush,Greenbush Line,71,0,day_type_01,weekday,1/1/2024 6:50,Weymouth Landing/East Braintree,4.0,1,2,5,10689
Fall 2024,CR-Greenbush,Greenbush Line,81,0,day_type_01,weekday,1/1/2024 13:15,Quincy Center,3.0,0,5,44,10690
Fall 2024,CR-Greenbush,Greenbush Line,76,1,day_type_01,weekday,1/1/2024 8:10,Greenbush,1.0,59,0,59,10691
Fall 2024,CR-Greenbush,Greenbush Line,91,0,day_type_01,weekday,1/1/2024 18:58,West Hingham,6.0,0,13,48,10692
Fall 2024,CR-Greenbush,Greenbush Line,71,0,day_type_01,weekday,1/1/2024 6:55,East Weymouth,5.0,0,0,5,10693
Fall 2024,CR-Greenbush,Greenbush Line,81,0,day_type_01,weekday,1/1/2024 13:25,Weymouth Landing/East Braintree,4.0,2,11,35,10694
Fall 2024,CR-Greenbush,Greenbush Line,76,1,day_type_01,weekday,1/1/2024 8:17,North Scituate,2.0,34,0,93,10695
Fall 2024,CR-Greenbush,Greenbush Line,91,0,day_type_01,weekday,1/1/2024 19:02,Nantasket Junction,7.0,0,5,43,10696
Fall 2024,CR-Greenbush,Greenbush Line,71,0,day_type_01,weekday,1/1/2024 7:00,West Hingham,6.0,0,1,4,10697
Fall 2024,CR-Greenbush,Greenbush Line,81,0,day_type_01,weekday,1/1/2024 13:30,East Weymouth,5.0,0,9,26,10698
Fall 2024,CR-Greenbush,Greenbush Line,76,1,day_type_01,weekday,1/1/2024 8:23,Cohasset,3.0,31,0,124,10699
Fall 2024,CR-Greenbush,Greenbush Line,91,0,day_type_01,weekday,1/1/2024 19:05,Cohasset,8.0,0,8,35,10700
Fall 2024,CR-Greenbush,Greenbush Line,71,0,day_type_01,weekday,1/1/2024 7:04,Nantasket Junction,7.0,1,0,5,10701
Fall 2024,CR-Greenbush,Greenbush Line,81,0,day_type_01,weekday,1/1/2024 13:35,West Hingham,6.0,0,10,16,10702
Fall 2024,CR-Greenbush,Greenbush Line,76,1,day_type_01,weekday,1/1/2024 8:26,Nantasket Junction,4.0,27,0,151,10703
Fall 2024,CR-Greenbush,Greenbush Line,91,0,day_type_01,weekday,1/1/2024 19:13,North Scituate,9.0,0,13,22,10704
Fall 2024,CR-Greenbush,Greenbush Line,71,0,day_type_01,weekday,1/1/2024 7:07,Cohasset,8.0,0,1,4,10705
Fall 2024,CR-Greenbush,Greenbush Line,81,0,day_type_01,weekday,1/1/2024 13:39,Nantasket Junction,7.0,0,1,15,10706
Fall 2024,CR-Greenbush,Greenbush Line,76,1,day_type_01,weekday,1/1/2024 8:31,West Hingham,5.0,23,0,174,10707
Fall 2024,CR-Greenbush,Greenbush Line,91,0,day_type_01,weekday,1/1/2024 19:26,Greenbush,10.0,0,22,0,10708
Fall 2024,CR-Greenbush,Greenbush Line,92,1,day_type_01,weekday,1/1/2024 19:41,Greenbush,1.0,4,0,4,10709
Fall 2024,CR-Greenbush,Greenbush Line,92,1,day_type_01,weekday,1/1/2024 19:48,North Scituate,2.0,0,0,4,10710
Fall 2024,CR-Greenbush,Greenbush Line,92,1,day_type_01,weekday,1/1/2024 19:54,Cohasset,3.0,0,2,2,10711
Fall 2024,CR-Greenbush,Greenbush Line,92,1,day_type_01,weekday,1/1/2024 19:57,Nantasket Junction,4.0,2,0,4,10712
Fall 2024,CR-Greenbush,Greenbush Line,92,1,day_type_01,weekday,1/1/2024 20:02,West Hingham,5.0,3,0,7,10713
Fall 2024,CR-Greenbush,Greenbush Line,92,1,day_type_01,weekday,1/1/2024 20:07,East Weymouth,6.0,0,0,7,10714
Fall 2024,CR-Greenbush,Greenbush Line,92,1,day_type_01,weekday,1/1/2024 20:13,Weymouth Landing/East Braintree,7.0,1,0,8,10715
Fall 2024,CR-Greenbush,Greenbush Line,92,1,day_type_01,weekday,1/1/2024 20:23,Quincy Center,8.0,0,1,7,10716
Fall 2024,CR-Greenbush,Greenbush Line,81,0,day_type_01,weekday,1/1/2024 13:42,Cohasset,8.0,0,4,11,10717
Fall 2024,CR-Greenbush,Greenbush Line,76,1,day_type_01,weekday,1/1/2024 8:36,East Weymouth,6.0,59,0,233,10718
Fall 2024,CR-Greenbush,Greenbush Line,71,0,day_type_01,weekday,1/1/2024 7:21,North Scituate,9.0,0,0,4,10719
Fall 2024,CR-Greenbush,Greenbush Line,81,0,day_type_01,weekday,1/1/2024 13:50,North Scituate,9.0,0,3,8,10720
Fall 2024,CR-Greenbush,Greenbush Line,76,1,day_type_01,weekday,1/1/2024 8:42,Weymouth Landing/East Braintree,7.0,64,1,296,10721
Fall 2024,CR-Greenbush,Greenbush Line,71,0,day_type_01,weekday,1/1/2024 7:34,Greenbush,10.0,0,4,0,10722
Fall 2024,CR-Greenbush,Greenbush Line,81,0,day_type_01,weekday,1/1/2024 14:02,Greenbush,10.0,0,8,0,10723
Fall 2024,CR-Greenbush,Greenbush Line,76,1,day_type_01,weekday,1/1/2024 8:52,Quincy Center,8.0,39,1,334,10724
Fall 2024,CR-Greenbush,Greenbush Line,72,1,day_type_01,weekday,1/1/2024 6:10,Greenbush,1.0,103,0,103,10725
Fall 2024,CR-Greenbush,Greenbush Line,82,1,day_type_01,weekday,1/1/2024 11:50,Greenbush,1.0,4,0,4,10726
Fall 2024,CR-Greenbush,Greenbush Line,76,1,day_type_01,weekday,1/1/2024 9:01,JFK/UMass,9.0,5,24,315,10727
Fall 2024,CR-Greenbush,Greenbush Line,72,1,day_type_01,weekday,1/1/2024 6:17,North Scituate,2.0,35,0,138,10728
Fall 2024,CR-Greenbush,Greenbush Line,82,1,day_type_01,weekday,1/1/2024 11:57,North Scituate,2.0,5,0,9,10729
Fall 2024,CR-Greenbush,Greenbush Line,76,1,day_type_01,weekday,1/1/2024 9:10,South Station,10.0,0,315,0,10730
Fall 2024,CR-Greenbush,Greenbush Line,72,1,day_type_01,weekday,1/1/2024 6:23,Cohasset,3.0,23,0,161,10731
Fall 2024,CR-Greenbush,Greenbush Line,82,1,day_type_01,weekday,1/1/2024 12:03,Cohasset,3.0,3,0,12,10732
Fall 2024,CR-Greenbush,Greenbush Line,77,0,day_type_01,weekday,1/1/2024 10:30,South Station,1.0,6,0,6,10733
Fall 2024,CR-Greenbush,Greenbush Line,72,1,day_type_01,weekday,1/1/2024 6:26,Nantasket Junction,4.0,20,0,181,10734
Fall 2024,CR-Greenbush,Greenbush Line,82,1,day_type_01,weekday,1/1/2024 12:06,Nantasket Junction,4.0,4,0,16,10735
Fall 2024,CR-Greenbush,Greenbush Line,77,0,day_type_01,weekday,1/1/2024 10:36,JFK/UMass,2.0,0,1,5,10736
Fall 2024,CR-Greenbush,Greenbush Line,72,1,day_type_01,weekday,1/1/2024 6:31,West Hingham,5.0,50,0,231,10737
Fall 2024,CR-Greenbush,Greenbush Line,82,1,day_type_01,weekday,1/1/2024 12:11,West Hingham,5.0,1,0,17,10738
Fall 2024,CR-Greenbush,Greenbush Line,77,0,day_type_01,weekday,1/1/2024 10:45,Quincy Center,3.0,0,0,5,10739
Fall 2024,CR-Greenbush,Greenbush Line,72,1,day_type_01,weekday,1/1/2024 6:36,East Weymouth,6.0,100,0,331,10740
Fall 2024,CR-Greenbush,Greenbush Line,82,1,day_type_01,weekday,1/1/2024 12:21,East Weymouth,6.0,4,0,21,10741
Fall 2024,CR-Greenbush,Greenbush Line,77,0,day_type_01,weekday,1/1/2024 10:55,Weymouth Landing/East Braintree,4.0,0,1,4,10742
Fall 2024,CR-Greenbush,Greenbush Line,72,1,day_type_01,weekday,1/1/2024 6:42,Weymouth Landing/East Braintree,7.0,93,1,423,10743
Fall 2024,CR-Greenbush,Greenbush Line,77,0,day_type_01,weekday,1/1/2024 11:00,East Weymouth,5.0,0,1,3,10744
Fall 2024,CR-Greenbush,Greenbush Line,82,1,day_type_01,weekday,1/1/2024 12:27,Weymouth Landing/East Braintree,7.0,5,0,26,10745
Fall 2024,CR-Greenbush,Greenbush Line,77,0,day_type_01,weekday,1/1/2024 11:05,West Hingham,6.0,0,0,3,10746
Fall 2024,CR-Greenbush,Greenbush Line,82,1,day_type_01,weekday,1/1/2024 12:37,Quincy Center,8.0,6,0,32,10747
Fall 2024,CR-Greenbush,Greenbush Line,77,0,day_type_01,weekday,1/1/2024 11:09,Nantasket Junction,7.0,0,1,2,10748
Fall 2024,CR-Greenbush,Greenbush Line,72,1,day_type_01,weekday,1/1/2024 6:52,Quincy Center,8.0,38,2,459,10749
Fall 2024,CR-Greenbush,Greenbush Line,77,0,day_type_01,weekday,1/1/2024 11:12,Cohasset,8.0,0,1,1,10750
Fall 2024,CR-Kingston,Kingston Line,54,1,day_type_01,weekday,1/1/2024 13:51,Hanson,3.0,1,0,12,10751
Fall 2024,CR-Kingston,Kingston Line,54,1,day_type_01,weekday,1/1/2024 14:01,Whitman,4.0,4,0,16,10752
Fall 2024,CR-Kingston,Kingston Line,54,1,day_type_01,weekday,1/1/2024 14:05,Abington,5.0,3,0,19,10753
Fall 2024,CR-Kingston,Kingston Line,54,1,day_type_01,weekday,1/1/2024 14:10,South Weymouth,6.0,3,0,22,10754
Fall 2024,CR-Kingston,Kingston Line,54,1,day_type_01,weekday,1/1/2024 14:17,Braintree,7.0,5,1,26,10755
Fall 2024,CR-Kingston,Kingston Line,54,1,day_type_01,weekday,1/1/2024 14:22,Quincy Center,8.0,2,4,24,10756
Fall 2024,CR-Kingston,Kingston Line,54,1,day_type_01,weekday,1/1/2024 14:31,JFK/UMass,9.0,7,3,28,10757
Fall 2024,CR-Kingston,Kingston Line,54,1,day_type_01,weekday,1/1/2024 14:39,South Station,10.0,0,28,0,10758
Fall 2024,CR-Kingston,Kingston Line,55,0,day_type_01,weekday,1/1/2024 15:33,South Station,1.0,413,0,413,10759
Fall 2024,CR-Kingston,Kingston Line,55,0,day_type_01,weekday,1/1/2024 15:39,JFK/UMass,2.0,80,4,489,10760
Fall 2024,CR-Kingston,Kingston Line,55,0,day_type_01,weekday,1/1/2024 15:48,Quincy Center,3.0,4,31,462,10761
Fall 2024,CR-Kingston,Kingston Line,55,0,day_type_01,weekday,1/1/2024 15:53,Braintree,4.0,0,43,419,10762
Fall 2024,CR-Kingston,Kingston Line,55,0,day_type_01,weekday,1/1/2024 16:00,South Weymouth,5.0,0,95,324,10763
Fall 2024,CR-Kingston,Kingston Line,55,0,day_type_01,weekday,1/1/2024 16:05,Abington,6.0,0,64,260,10764
Fall 2024,CR-Kingston,Kingston Line,55,0,day_type_01,weekday,1/1/2024 16:09,Whitman,7.0,1,70,191,10765
Fall 2024,CR-Kingston,Kingston Line,55,0,day_type_01,weekday,1/1/2024 16:15,Hanson,8.0,0,39,152,10766
Fall 2024,CR-Kingston,Kingston Line,55,0,day_type_01,weekday,1/1/2024 16:20,Halifax,9.0,0,51,101,10767
Fall 2024,CR-Kingston,Kingston Line,55,0,day_type_01,weekday,1/1/2024 16:33,Kingston,10.0,0,101,0,10768
Fall 2024,CR-Kingston,Kingston Line,56,1,day_type_01,weekday,1/1/2024 14:52,Kingston,1.0,0,0,0,10769
Fall 2024,CR-Kingston,Kingston Line,56,1,day_type_01,weekday,1/1/2024 15:01,Halifax,2.0,1,0,1,10770
Fall 2024,CR-Kingston,Kingston Line,56,1,day_type_01,weekday,1/1/2024 15:06,Hanson,3.0,1,0,2,10771
Fall 2024,CR-Kingston,Kingston Line,56,1,day_type_01,weekday,1/1/2024 15:16,Whitman,4.0,2,0,4,10772
Fall 2024,CR-Kingston,Kingston Line,56,1,day_type_01,weekday,1/1/2024 15:20,Abington,5.0,8,0,12,10773
Fall 2024,CR-Kingston,Kingston Line,56,1,day_type_01,weekday,1/1/2024 15:25,South Weymouth,6.0,4,0,16,10774
Fall 2024,CR-Kingston,Kingston Line,56,1,day_type_01,weekday,1/1/2024 15:32,Braintree,7.0,3,4,15,10775
Fall 2024,CR-Kingston,Kingston Line,56,1,day_type_01,weekday,1/1/2024 15:39,Quincy Center,8.0,6,2,19,10776
Fall 2024,CR-Kingston,Kingston Line,56,1,day_type_01,weekday,1/1/2024 15:48,JFK/UMass,9.0,3,8,14,10777
Fall 2024,CR-Kingston,Kingston Line,56,1,day_type_01,weekday,1/1/2024 15:57,South Station,10.0,0,14,0,10778
Fall 2024,CR-Kingston,Kingston Line,57,0,day_type_01,weekday,1/1/2024 16:33,South Station,1.0,528,0,528,10779
Fall 2024,CR-Kingston,Kingston Line,57,0,day_type_01,weekday,1/1/2024 16:39,JFK/UMass,2.0,23,5,546,10780
Fall 2024,CR-Kingston,Kingston Line,57,0,day_type_01,weekday,1/1/2024 16:48,Quincy Center,3.0,1,35,512,10781
Fall 2024,CR-Kingston,Kingston Line,57,0,day_type_01,weekday,1/1/2024 16:53,Braintree,4.0,2,37,477,10782
Fall 2024,CR-Kingston,Kingston Line,57,0,day_type_01,weekday,1/1/2024 17:00,South Weymouth,5.0,2,105,374,10783
Fall 2024,CR-Kingston,Kingston Line,57,0,day_type_01,weekday,1/1/2024 17:05,Abington,6.0,0,95,279,10784
Fall 2024,CR-Kingston,Kingston Line,57,0,day_type_01,weekday,1/1/2024 17:09,Whitman,7.0,0,71,208,10785
Fall 2024,CR-Kingston,Kingston Line,57,0,day_type_01,weekday,1/1/2024 17:15,Hanson,8.0,0,55,153,10786
Fall 2024,CR-Kingston,Kingston Line,57,0,day_type_01,weekday,1/1/2024 17:20,Halifax,9.0,0,45,108,10787
Fall 2024,CR-Kingston,Kingston Line,57,0,day_type_01,weekday,1/1/2024 17:33,Kingston,10.0,0,108,0,10788
Fall 2024,CR-Kingston,Kingston Line,58,1,day_type_01,weekday,1/1/2024 16:07,Kingston,1.0,4,0,4,10789
Fall 2024,CR-Kingston,Kingston Line,58,1,day_type_01,weekday,1/1/2024 16:17,Halifax,2.0,0,0,4,10790
Fall 2024,CR-Kingston,Kingston Line,58,1,day_type_01,weekday,1/1/2024 16:26,Hanson,3.0,2,0,6,10791
Fall 2024,CR-Kingston,Kingston Line,58,1,day_type_01,weekday,1/1/2024 16:31,Whitman,4.0,5,0,11,10792
Fall 2024,CR-Kingston,Kingston Line,58,1,day_type_01,weekday,1/1/2024 16:35,Abington,5.0,4,0,15,10793
Fall 2024,CR-Kingston,Kingston Line,58,1,day_type_01,weekday,1/1/2024 16:40,South Weymouth,6.0,10,0,25,10794
Fall 2024,CR-Kingston,Kingston Line,58,1,day_type_01,weekday,1/1/2024 16:52,Braintree,7.0,2,2,25,10795
Fall 2024,CR-Kingston,Kingston Line,58,1,day_type_01,weekday,1/1/2024 16:59,Quincy Center,8.0,2,3,24,10796
Fall 2024,CR-Kingston,Kingston Line,58,1,day_type_01,weekday,1/1/2024 17:10,JFK/UMass,9.0,8,4,28,10797
Fall 2024,CR-Kingston,Kingston Line,58,1,day_type_01,weekday,1/1/2024 17:18,South Station,10.0,0,30,-2,10798
Fall 2024,CR-Kingston,Kingston Line,59,0,day_type_01,weekday,1/1/2024 17:33,South Station,1.0,897,0,897,10799
Fall 2024,CR-Kingston,Kingston Line,59,0,day_type_01,weekday,1/1/2024 17:39,JFK/UMass,2.0,49,1,945,10800
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,117,0,day_type_01,weekday,1/1/2024 17:29,Swampscott,5.0,1,102,434,10801
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,117,0,day_type_01,weekday,1/1/2024 17:36,Salem,6.0,14,172,276,10802
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,117,0,day_type_01,weekday,1/1/2024 17:41,Beverly,7.0,4,124,156,10803
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,117,0,day_type_01,weekday,1/1/2024 17:45,Montserrat,8.0,0,52,104,10804
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,117,0,day_type_01,weekday,1/1/2024 17:52,Beverly Farms,9.0,0,17,87,10805
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,117,0,day_type_01,weekday,1/1/2024 17:58,Manchester,10.0,0,31,56,10806
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,117,0,day_type_01,weekday,1/1/2024 18:04,West Gloucester,11.0,1,4,53,10807
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,117,0,day_type_01,weekday,1/1/2024 18:12,Gloucester,12.0,2,34,21,10808
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,117,0,day_type_01,weekday,1/1/2024 18:27,Rockport,13.0,0,21,0,10809
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,141,0,day_type_01,weekday,1/1/2024 5:56,Lynn,4.0,10,4,27,10810
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,113,0,day_type_01,weekday,1/1/2024 15:40,Beverly,7.0,4,45,56,10811
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,105,0,day_type_01,weekday,1/1/2024 9:28,Swampscott,4.0,7,4,30,10812
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,125,0,day_type_01,weekday,1/1/2024 23:14,Swampscott,5.0,0,8,63,10813
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,118,1,day_type_01,weekday,1/1/2024 16:37,Rockport,1.0,19,0,19,10814
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,118,1,day_type_01,weekday,1/1/2024 16:44,Gloucester,2.0,49,1,67,10815
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,118,1,day_type_01,weekday,1/1/2024 16:50,West Gloucester,3.0,6,0,73,10816
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,118,1,day_type_01,weekday,1/1/2024 16:57,Manchester,4.0,8,2,79,10817
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,118,1,day_type_01,weekday,1/1/2024 17:03,Beverly Farms,5.0,7,0,86,10818
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,118,1,day_type_01,weekday,1/1/2024 17:09,Montserrat,6.0,44,0,130,10819
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,118,1,day_type_01,weekday,1/1/2024 17:14,Beverly,7.0,125,8,247,10820
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,118,1,day_type_01,weekday,1/1/2024 17:18,Salem,8.0,117,121,243,10821
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,118,1,day_type_01,weekday,1/1/2024 17:25,Swampscott,9.0,33,9,267,10822
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,118,1,day_type_01,weekday,1/1/2024 17:28,Lynn,10.0,11,16,262,10823
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,118,1,day_type_01,weekday,1/1/2024 17:31,River Works,11.0,6,0,268,10824
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,118,1,day_type_01,weekday,1/1/2024 17:38,Chelsea,12.0,5,7,266,10825
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,118,1,day_type_01,weekday,1/1/2024 17:56,North Station,13.0,0,266,0,10826
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,119,0,day_type_01,weekday,1/1/2024 18:05,North Station,1.0,290,0,290,10827
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,119,0,day_type_01,weekday,1/1/2024 18:16,Chelsea,2.0,5,11,284,10828
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,119,0,day_type_01,weekday,1/1/2024 18:25,Lynn,3.0,0,0,284,10829
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,121,0,day_type_01,weekday,1/1/2024 19:36,Lynn,4.0,0,0,76,10830
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,119,0,day_type_01,weekday,1/1/2024 18:28,Swampscott,4.0,0,57,227,10831
Fall 2024,CR-Newburyport,Newburyport/Rockport Line,119,0,day_type_01,weekday,1/1/2024 18:35,Salem,5.0,2,80,149,10832
