season,route_id,route_name,train,direction_id,day_type_id,day_type_name,stop_time,stop_id,stopsequence,average_ons,average_offs,average_load,ObjectId
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,2,1,day_type_01,weekday,1/1/2024 4:50,Middleborough/Lakeville,1.0,71,0,71,9956
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,2,1,day_type_01,weekday,1/1/2024 5:00,Bridgewater,2.0,31,0,102,9959
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,2,1,day_type_01,weekday,1/1/2024 5:07,Campello,3.0,33,0,135,9967
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,2,1,day_type_01,weekday,1/1/2024 5:11,Brockton,4.0,50,2,183,9970
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,2,1,day_type_01,weekday,1/1/2024 5:14,Montello,5.0,50,1,232,9973
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,2,1,day_type_01,weekday,1/1/2024 5:19,Holbrook/Randolph,6.0,24,1,255,9976
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,2,1,day_type_01,weekday,1/1/2024 5:27,Braintree,7.0,18,4,269,9979
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,2,1,day_type_01,weekday,1/1/2024 5:32,Quincy Center,8.0,5,8,266,9982
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,2,1,day_type_01,weekday,1/1/2024 5:41,JFK/UMass,9.0,26,13,279,9985
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,2,1,day_type_01,weekday,1/1/2024 5:50,South Station,10.0,0,279,0,9988
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,4,1,day_type_01,weekday,1/1/2024 5:50,Middleborough/Lakeville,1.0,89,0,89,9999
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,4,1,day_type_01,weekday,1/1/2024 6:00,Bridgewater,2.0,57,1,145,10000
Fall 2024,CR-Kingston,Kingston Line,44,1,day_type_01,weekday,1/1/2024 7:39,Hanson,3.0,67,0,364,10001
Fall 2024,CR-Kingston,Kingston Line,44,1,day_type_01,weekday,1/1/2024 7:45,Whitman,4.0,65,0,429,10002
Fall 2024,CR-Kingston,Kingston Line,44,1,day_type_01,weekday,1/1/2024 7:49,Abington,5.0,115,0,544,10003
Fall 2024,CR-Kingston,Kingston Line,44,1,day_type_01,weekday,1/1/2024 7:54,South Weymouth,6.0,136,0,680,10004
Fall 2024,CR-Kingston,Kingston Line,44,1,day_type_01,weekday,1/1/2024 8:02,Braintree,7.0,67,0,747,10005
Fall 2024,CR-Kingston,Kingston Line,44,1,day_type_01,weekday,1/1/2024 8:07,Quincy Center,8.0,64,3,808,10006
Fall 2024,CR-Kingston,Kingston Line,44,1,day_type_01,weekday,1/1/2024 8:16,JFK/UMass,9.0,29,66,771,10007
Fall 2024,CR-Kingston,Kingston Line,44,1,day_type_01,weekday,1/1/2024 8:28,South Station,10.0,0,771,0,10008
Fall 2024,CR-Kingston,Kingston Line,45,0,day_type_01,weekday,1/1/2024 9:33,South Station,1.0,13,0,13,10009
Fall 2024,CR-Kingston,Kingston Line,45,0,day_type_01,weekday,1/1/2024 9:39,JFK/UMass,2.0,0,9,4,10010
Fall 2024,CR-Kingston,Kingston Line,45,0,day_type_01,weekday,1/1/2024 9:48,Quincy Center,3.0,1,0,5,10011
Fall 2024,CR-Kingston,Kingston Line,45,0,day_type_01,weekday,1/1/2024 9:53,Braintree,4.0,0,2,3,10012
Fall 2024,CR-Kingston,Kingston Line,45,0,day_type_01,weekday,1/1/2024 10:00,South Weymouth,5.0,0,0,3,10013
Fall 2024,CR-Kingston,Kingston Line,45,0,day_type_01,weekday,1/1/2024 10:05,Abington,6.0,1,1,3,10014
Fall 2024,CR-Kingston,Kingston Line,45,0,day_type_01,weekday,1/1/2024 10:09,Whitman,7.0,0,1,2,10015
Fall 2024,CR-Kingston,Kingston Line,45,0,day_type_01,weekday,1/1/2024 10:15,Hanson,8.0,0,0,2,10016
Fall 2024,CR-Kingston,Kingston Line,45,0,day_type_01,weekday,1/1/2024 10:20,Halifax,9.0,0,1,1,10017
Fall 2024,CR-Kingston,Kingston Line,45,0,day_type_01,weekday,1/1/2024 10:32,Kingston,10.0,0,1,0,10018
Fall 2024,CR-Kingston,Kingston Line,46,1,day_type_01,weekday,1/1/2024 8:37,Kingston,1.0,61,0,61,10019
Fall 2024,CR-Kingston,Kingston Line,46,1,day_type_01,weekday,1/1/2024 8:46,Halifax,2.0,13,0,74,10020
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,24,1,day_type_01,weekday,1/1/2024 18:27,Campello,3.0,3,1,22,10021
Fall 2024,CR-Kingston,Kingston Line,46,1,day_type_01,weekday,1/1/2024 8:51,Hanson,3.0,9,0,83,10022
Fall 2024,CR-Kingston,Kingston Line,46,1,day_type_01,weekday,1/1/2024 8:57,Whitman,4.0,25,0,108,10023
Fall 2024,CR-Kingston,Kingston Line,46,1,day_type_01,weekday,1/1/2024 9:01,Abington,5.0,51,0,159,10024
Fall 2024,CR-Kingston,Kingston Line,46,1,day_type_01,weekday,1/1/2024 9:06,South Weymouth,6.0,91,0,250,10025
Fall 2024,CR-Kingston,Kingston Line,46,1,day_type_01,weekday,1/1/2024 9:14,Braintree,7.0,11,0,261,10026
Fall 2024,CR-Kingston,Kingston Line,46,1,day_type_01,weekday,1/1/2024 9:19,Quincy Center,8.0,35,7,289,10027
Fall 2024,CR-Kingston,Kingston Line,46,1,day_type_01,weekday,1/1/2024 9:28,JFK/UMass,9.0,1,14,276,10028
Fall 2024,CR-Kingston,Kingston Line,46,1,day_type_01,weekday,1/1/2024 9:37,South Station,10.0,0,276,0,10029
Fall 2024,CR-Kingston,Kingston Line,47,0,day_type_01,weekday,1/1/2024 10:48,South Station,1.0,20,0,20,10030
Fall 2024,CR-Kingston,Kingston Line,47,0,day_type_01,weekday,1/1/2024 10:54,JFK/UMass,2.0,5,0,25,10031
Fall 2024,CR-Kingston,Kingston Line,47,0,day_type_01,weekday,1/1/2024 11:03,Quincy Center,3.0,1,1,25,10032
Fall 2024,CR-Kingston,Kingston Line,47,0,day_type_01,weekday,1/1/2024 11:08,Braintree,4.0,0,3,22,10033
Fall 2024,CR-Kingston,Kingston Line,47,0,day_type_01,weekday,1/1/2024 11:15,South Weymouth,5.0,0,4,18,10034
Fall 2024,CR-Kingston,Kingston Line,47,0,day_type_01,weekday,1/1/2024 11:20,Abington,6.0,0,6,12,10035
Fall 2024,CR-Kingston,Kingston Line,47,0,day_type_01,weekday,1/1/2024 11:24,Whitman,7.0,0,1,11,10036
Fall 2024,CR-Kingston,Kingston Line,47,0,day_type_01,weekday,1/1/2024 11:30,Hanson,8.0,0,4,7,10037
Fall 2024,CR-Kingston,Kingston Line,47,0,day_type_01,weekday,1/1/2024 11:35,Halifax,9.0,0,1,6,10038
Fall 2024,CR-Kingston,Kingston Line,47,0,day_type_01,weekday,1/1/2024 11:47,Kingston,10.0,0,6,0,10039
Fall 2024,CR-Kingston,Kingston Line,48,1,day_type_01,weekday,1/1/2024 9:52,Kingston,1.0,23,0,23,10040
Fall 2024,CR-Kingston,Kingston Line,48,1,day_type_01,weekday,1/1/2024 10:01,Halifax,2.0,9,0,32,10041
Fall 2024,CR-Kingston,Kingston Line,48,1,day_type_01,weekday,1/1/2024 10:06,Hanson,3.0,6,0,38,10042
Fall 2024,CR-Kingston,Kingston Line,48,1,day_type_01,weekday,1/1/2024 10:16,Whitman,4.0,12,0,50,10043
Fall 2024,CR-Kingston,Kingston Line,48,1,day_type_01,weekday,1/1/2024 10:20,Abington,5.0,13,1,62,10044
Fall 2024,CR-Kingston,Kingston Line,48,1,day_type_01,weekday,1/1/2024 10:25,South Weymouth,6.0,24,0,86,10045
Fall 2024,CR-Kingston,Kingston Line,48,1,day_type_01,weekday,1/1/2024 10:32,Braintree,7.0,10,0,96,10046
Fall 2024,CR-Kingston,Kingston Line,48,1,day_type_01,weekday,1/1/2024 10:37,Quincy Center,8.0,6,6,96,10047
Fall 2024,CR-Kingston,Kingston Line,48,1,day_type_01,weekday,1/1/2024 10:46,JFK/UMass,9.0,0,19,77,10048
Fall 2024,CR-Kingston,Kingston Line,48,1,day_type_01,weekday,1/1/2024 10:54,South Station,10.0,0,77,0,10049
Fall 2024,CR-Kingston,Kingston Line,49,0,day_type_01,weekday,1/1/2024 12:03,South Station,1.0,31,0,31,10050
Fall 2024,CR-Kingston,Kingston Line,49,0,day_type_01,weekday,1/1/2024 12:09,JFK/UMass,2.0,10,1,40,10051
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,24,1,day_type_01,weekday,1/1/2024 18:31,Brockton,4.0,10,4,28,10052
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,24,1,day_type_01,weekday,1/1/2024 18:34,Montello,5.0,6,3,31,10053
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,24,1,day_type_01,weekday,1/1/2024 18:39,Holbrook/Randolph,6.0,6,7,30,10054
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,24,1,day_type_01,weekday,1/1/2024 18:47,Braintree,7.0,4,1,33,10055
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,24,1,day_type_01,weekday,1/1/2024 18:52,Quincy Center,8.0,2,8,27,10056
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,24,1,day_type_01,weekday,1/1/2024 19:01,JFK/UMass,9.0,2,12,17,10057
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,24,1,day_type_01,weekday,1/1/2024 19:10,South Station,10.0,0,17,0,10058
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,25,0,day_type_01,weekday,1/1/2024 19:05,South Station,1.0,162,0,162,10059
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,25,0,day_type_01,weekday,1/1/2024 19:11,JFK/UMass,2.0,23,3,182,10060
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,25,0,day_type_01,weekday,1/1/2024 19:20,Quincy Center,3.0,1,15,168,10061
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,25,0,day_type_01,weekday,1/1/2024 19:25,Braintree,4.0,7,9,166,10062
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,25,0,day_type_01,weekday,1/1/2024 19:33,Holbrook/Randolph,5.0,0,13,153,10063
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,25,0,day_type_01,weekday,1/1/2024 19:38,Montello,6.0,0,40,113,10064
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,25,0,day_type_01,weekday,1/1/2024 19:41,Brockton,7.0,3,42,74,10065
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,25,0,day_type_01,weekday,1/1/2024 19:45,Campello,8.0,0,23,51,10066
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,25,0,day_type_01,weekday,1/1/2024 19:54,Bridgewater,9.0,0,18,33,10067
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,25,0,day_type_01,weekday,1/1/2024 20:06,Middleborough/Lakeville,10.0,0,33,0,10068
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,27,0,day_type_01,weekday,1/1/2024 20:35,South Station,1.0,135,0,135,10069
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,27,0,day_type_01,weekday,1/1/2024 20:41,JFK/UMass,2.0,27,3,159,10070
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,27,0,day_type_01,weekday,1/1/2024 20:50,Quincy Center,3.0,5,12,152,10071
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,27,0,day_type_01,weekday,1/1/2024 20:55,Braintree,4.0,2,3,151,10072
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,27,0,day_type_01,weekday,1/1/2024 21:03,Holbrook/Randolph,5.0,0,15,136,10073
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,27,0,day_type_01,weekday,1/1/2024 21:08,Montello,6.0,1,21,116,10074
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,27,0,day_type_01,weekday,1/1/2024 21:11,Brockton,7.0,0,40,76,10075
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,27,0,day_type_01,weekday,1/1/2024 21:15,Campello,8.0,1,23,54,10076
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,27,0,day_type_01,weekday,1/1/2024 21:24,Bridgewater,9.0,0,24,30,10077
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,27,0,day_type_01,weekday,1/1/2024 21:36,Middleborough/Lakeville,10.0,0,29,1,10078
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,28,1,day_type_01,weekday,1/1/2024 20:20,Middleborough/Lakeville,1.0,4,0,4,10079
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,28,1,day_type_01,weekday,1/1/2024 20:30,Bridgewater,2.0,7,0,11,10080
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,28,1,day_type_01,weekday,1/1/2024 20:37,Campello,3.0,1,1,11,10081
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,28,1,day_type_01,weekday,1/1/2024 20:41,Brockton,4.0,10,2,19,10082
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,28,1,day_type_01,weekday,1/1/2024 20:44,Montello,5.0,3,1,21,10083
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,28,1,day_type_01,weekday,1/1/2024 20:49,Holbrook/Randolph,6.0,0,1,20,10084
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,28,1,day_type_01,weekday,1/1/2024 20:57,Braintree,7.0,0,1,19,10085
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,28,1,day_type_01,weekday,1/1/2024 21:02,Quincy Center,8.0,2,5,16,10086
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,28,1,day_type_01,weekday,1/1/2024 21:11,JFK/UMass,9.0,0,4,12,10087
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,28,1,day_type_01,weekday,1/1/2024 21:19,South Station,10.0,0,12,0,10088
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,29,0,day_type_01,weekday,1/1/2024 22:15,South Station,1.0,66,0,66,10089
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,29,0,day_type_01,weekday,1/1/2024 22:21,JFK/UMass,2.0,5,1,70,10090
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,29,0,day_type_01,weekday,1/1/2024 22:30,Quincy Center,3.0,2,1,71,10091
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,29,0,day_type_01,weekday,1/1/2024 22:35,Braintree,4.0,6,5,72,10092
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,29,0,day_type_01,weekday,1/1/2024 22:43,Holbrook/Randolph,5.0,0,5,67,10093
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,29,0,day_type_01,weekday,1/1/2024 22:48,Montello,6.0,0,9,58,10094
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,29,0,day_type_01,weekday,1/1/2024 22:51,Brockton,7.0,1,16,43,10095
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,29,0,day_type_01,weekday,1/1/2024 22:55,Campello,8.0,0,18,25,10096
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,29,0,day_type_01,weekday,1/1/2024 23:04,Bridgewater,9.0,0,15,10,10097
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,29,0,day_type_01,weekday,1/1/2024 23:16,Middleborough/Lakeville,10.0,0,10,0,10098
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,30,1,day_type_01,weekday,1/1/2024 22:00,Middleborough/Lakeville,1.0,3,0,3,10099
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,30,1,day_type_01,weekday,1/1/2024 22:10,Bridgewater,2.0,4,0,7,10100
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,30,1,day_type_01,weekday,1/1/2024 22:17,Campello,3.0,0,0,7,10101
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,19,0,day_type_01,weekday,1/1/2024 16:20,Quincy Center,3.0,17,37,637,10102
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,14,1,day_type_01,weekday,1/1/2024 11:45,Campello,3.0,7,1,41,10103
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,4,1,day_type_01,weekday,1/1/2024 6:07,Campello,3.0,68,0,213,10104
Fall 2024,CR-Kingston,Kingston Line,49,0,day_type_01,weekday,1/1/2024 12:18,Quincy Center,3.0,4,5,39,10105
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,9,0,day_type_01,weekday,1/1/2024 10:15,Quincy Center,3.0,8,4,41,10106
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,30,1,day_type_01,weekday,1/1/2024 22:21,Brockton,4.0,5,1,11,10107
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,4,1,day_type_01,weekday,1/1/2024 6:11,Brockton,4.0,85,3,295,10108
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,19,0,day_type_01,weekday,1/1/2024 16:25,Braintree,4.0,18,35,620,10109
Fall 2024,CR-Kingston,Kingston Line,49,0,day_type_01,weekday,1/1/2024 12:23,Braintree,4.0,3,3,39,10110
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,14,1,day_type_01,weekday,1/1/2024 11:49,Brockton,4.0,23,5,59,10111
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,30,1,day_type_01,weekday,1/1/2024 22:24,Montello,5.0,2,1,12,10112
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,4,1,day_type_01,weekday,1/1/2024 6:14,Montello,5.0,100,0,395,10113
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,19,0,day_type_01,weekday,1/1/2024 16:33,Holbrook/Randolph,5.0,5,103,522,10114
Fall 2024,CR-Kingston,Kingston Line,49,0,day_type_01,weekday,1/1/2024 12:30,South Weymouth,5.0,0,6,33,10115
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,14,1,day_type_01,weekday,1/1/2024 11:52,Montello,5.0,9,2,66,10116
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,30,1,day_type_01,weekday,1/1/2024 22:29,Holbrook/Randolph,6.0,1,1,12,10117
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,9,0,day_type_01,weekday,1/1/2024 10:20,Braintree,4.0,2,1,42,10118
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,4,1,day_type_01,weekday,1/1/2024 6:19,Holbrook/Randolph,6.0,66,1,460,10119
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,19,0,day_type_01,weekday,1/1/2024 16:38,Montello,6.0,2,90,434,10120
Fall 2024,CR-Kingston,Kingston Line,49,0,day_type_01,weekday,1/1/2024 12:35,Abington,6.0,0,5,28,10121
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,14,1,day_type_01,weekday,1/1/2024 11:57,Holbrook/Randolph,6.0,8,0,74,10122
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,30,1,day_type_01,weekday,1/1/2024 22:37,Braintree,7.0,0,0,12,10123
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,30,1,day_type_01,weekday,1/1/2024 22:42,Quincy Center,8.0,1,1,12,10124
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,30,1,day_type_01,weekday,1/1/2024 22:51,JFK/UMass,9.0,0,3,9,10125
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,30,1,day_type_01,weekday,1/1/2024 22:59,South Station,10.0,0,9,0,10126
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,31,0,day_type_01,weekday,1/1/2024 23:55,South Station,1.0,71,0,71,10127
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,31,0,day_type_01,weekday,1/1/2024 0:01,JFK/UMass,2.0,6,2,75,10128
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,31,0,day_type_01,weekday,1/1/2024 0:10,Quincy Center,3.0,1,2,74,10129
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,31,0,day_type_01,weekday,1/1/2024 0:15,Braintree,4.0,2,16,60,10130
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,31,0,day_type_01,weekday,1/1/2024 0:23,Holbrook/Randolph,5.0,0,4,56,10131
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,31,0,day_type_01,weekday,1/1/2024 0:28,Montello,6.0,0,12,44,10132
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,31,0,day_type_01,weekday,1/1/2024 0:31,Brockton,7.0,0,20,24,10133
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,31,0,day_type_01,weekday,1/1/2024 0:35,Campello,8.0,0,8,16,10134
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,31,0,day_type_01,weekday,1/1/2024 0:44,Bridgewater,9.0,0,8,8,10135
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,31,0,day_type_01,weekday,1/1/2024 0:56,Middleborough/Lakeville,10.0,0,8,0,10136
Fall 2024,CR-Kingston,Kingston Line,40,1,day_type_01,weekday,1/1/2024 5:30,Kingston,1.0,108,0,108,10137
Fall 2024,CR-Kingston,Kingston Line,40,1,day_type_01,weekday,1/1/2024 5:39,Halifax,2.0,16,0,124,10138
Fall 2024,CR-Kingston,Kingston Line,40,1,day_type_01,weekday,1/1/2024 5:44,Hanson,3.0,26,0,150,10139
Fall 2024,CR-Kingston,Kingston Line,40,1,day_type_01,weekday,1/1/2024 5:50,Whitman,4.0,41,0,191,10140
Fall 2024,CR-Kingston,Kingston Line,40,1,day_type_01,weekday,1/1/2024 5:54,Abington,5.0,55,2,244,10141
Fall 2024,CR-Kingston,Kingston Line,40,1,day_type_01,weekday,1/1/2024 5:59,South Weymouth,6.0,114,0,358,10142
Fall 2024,CR-Kingston,Kingston Line,40,1,day_type_01,weekday,1/1/2024 6:07,Braintree,7.0,27,2,383,10143
Fall 2024,CR-Kingston,Kingston Line,40,1,day_type_01,weekday,1/1/2024 6:12,Quincy Center,8.0,21,2,402,10144
Fall 2024,CR-Kingston,Kingston Line,40,1,day_type_01,weekday,1/1/2024 6:21,JFK/UMass,9.0,0,35,367,10145
Fall 2024,CR-Kingston,Kingston Line,40,1,day_type_01,weekday,1/1/2024 6:30,South Station,10.0,0,367,0,10146
Fall 2024,CR-Kingston,Kingston Line,42,1,day_type_01,weekday,1/1/2024 6:30,Kingston,1.0,140,0,140,10147
Fall 2024,CR-Kingston,Kingston Line,42,1,day_type_01,weekday,1/1/2024 6:39,Halifax,2.0,42,0,182,10148
Fall 2024,CR-Kingston,Kingston Line,42,1,day_type_01,weekday,1/1/2024 6:44,Hanson,3.0,65,0,247,10149
Fall 2024,CR-Kingston,Kingston Line,42,1,day_type_01,weekday,1/1/2024 6:50,Whitman,4.0,71,0,318,10150
Fall 2024,CR-Kingston,Kingston Line,42,1,day_type_01,weekday,1/1/2024 6:54,Abington,5.0,107,0,425,10151
Fall 2024,CR-Kingston,Kingston Line,42,1,day_type_01,weekday,1/1/2024 6:59,South Weymouth,6.0,113,0,538,10152
Fall 2024,CR-Kingston,Kingston Line,42,1,day_type_01,weekday,1/1/2024 7:07,Braintree,7.0,60,1,597,10153
Fall 2024,CR-Kingston,Kingston Line,42,1,day_type_01,weekday,1/1/2024 7:12,Quincy Center,8.0,58,5,650,10154
Fall 2024,CR-Kingston,Kingston Line,42,1,day_type_01,weekday,1/1/2024 7:21,JFK/UMass,9.0,15,73,592,10155
Fall 2024,CR-Kingston,Kingston Line,42,1,day_type_01,weekday,1/1/2024 7:30,South Station,10.0,0,592,0,10156
Fall 2024,CR-Kingston,Kingston Line,43,0,day_type_01,weekday,1/1/2024 8:25,South Station,1.0,28,0,28,10157
Fall 2024,CR-Kingston,Kingston Line,43,0,day_type_01,weekday,1/1/2024 8:31,JFK/UMass,2.0,3,6,25,10158
Fall 2024,CR-Kingston,Kingston Line,43,0,day_type_01,weekday,1/1/2024 8:40,Quincy Center,3.0,3,8,20,10159
Fall 2024,CR-Kingston,Kingston Line,43,0,day_type_01,weekday,1/1/2024 8:45,Braintree,4.0,1,4,17,10160
Fall 2024,CR-Kingston,Kingston Line,43,0,day_type_01,weekday,1/1/2024 8:52,South Weymouth,5.0,0,3,14,10161
Fall 2024,CR-Kingston,Kingston Line,43,0,day_type_01,weekday,1/1/2024 9:07,Abington,6.0,0,3,11,10162
Fall 2024,CR-Kingston,Kingston Line,43,0,day_type_01,weekday,1/1/2024 9:11,Whitman,7.0,0,3,8,10163
Fall 2024,CR-Kingston,Kingston Line,43,0,day_type_01,weekday,1/1/2024 9:17,Hanson,8.0,0,0,8,10164
Fall 2024,CR-Kingston,Kingston Line,43,0,day_type_01,weekday,1/1/2024 9:22,Halifax,9.0,0,0,8,10165
Fall 2024,CR-Kingston,Kingston Line,43,0,day_type_01,weekday,1/1/2024 9:34,Kingston,10.0,0,8,0,10166
Fall 2024,CR-Kingston,Kingston Line,44,1,day_type_01,weekday,1/1/2024 7:25,Kingston,1.0,243,0,243,10167
Fall 2024,CR-Kingston,Kingston Line,44,1,day_type_01,weekday,1/1/2024 7:34,Halifax,2.0,54,0,297,10168
Fall 2024,CR-Kingston,Kingston Line,49,0,day_type_01,weekday,1/1/2024 12:39,Whitman,7.0,0,5,23,10169
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,14,1,day_type_01,weekday,1/1/2024 12:05,Braintree,7.0,11,7,78,10170
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,4,1,day_type_01,weekday,1/1/2024 6:27,Braintree,7.0,30,5,485,10171
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,19,0,day_type_01,weekday,1/1/2024 16:42,Brockton,7.0,2,103,333,10172
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,14,1,day_type_01,weekday,1/1/2024 12:10,Quincy Center,8.0,8,5,81,10173
Fall 2024,CR-Kingston,Kingston Line,49,0,day_type_01,weekday,1/1/2024 12:45,Hanson,8.0,0,5,18,10174
Fall 2024,CR-Kingston,Kingston Line,49,0,day_type_01,weekday,1/1/2024 12:50,Halifax,9.0,0,1,17,10175
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,9,0,day_type_01,weekday,1/1/2024 10:28,Holbrook/Randolph,5.0,2,1,43,10176
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,4,1,day_type_01,weekday,1/1/2024 6:32,Quincy Center,8.0,31,14,502,10177
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,19,0,day_type_01,weekday,1/1/2024 16:46,Campello,8.0,0,58,275,10178
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,14,1,day_type_01,weekday,1/1/2024 12:19,JFK/UMass,9.0,11,14,78,10179
Fall 2024,CR-Kingston,Kingston Line,49,0,day_type_01,weekday,1/1/2024 13:02,Kingston,10.0,0,16,1,10180
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,9,0,day_type_01,weekday,1/1/2024 10:33,Montello,6.0,4,4,43,10181
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,4,1,day_type_01,weekday,1/1/2024 6:41,JFK/UMass,9.0,10,66,446,10182
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,19,0,day_type_01,weekday,1/1/2024 16:55,Bridgewater,9.0,0,96,179,10183
Fall 2024,CR-Middleborough,Middleborough/Lakeville Line,14,1,day_type_01,weekday,1/1/2024 12:27,South Station,10.0,0,78,0,10184
Fall 2024,CR-Kingston,Kingston Line,50,1,day_type_01,weekday,1/1/2024 11:07,Kingston,1.0,27,0,27,10185
