from_stop_id,to_stop_id,transfer_type,min_transfer_time
A5940,A5943,2,182
A5940,A5944,2,191
A5940,A5945,2,189
A5940,A5946,2,197
A5940,A5947,2,207
A5940,A5948,2,216
A5941,A5935,2,234
A5941,A5936,2,214
A5941,A5937,2,204
A5941,A5938,2,194
A5941,A5939,2,186
A5941,A5940,2,176
A5941,A5942,2,135
A5941,A5943,2,146
A5941,A5944,2,155
A5941,A5945,2,143
A5941,A5946,2,150
A5941,A5947,2,160
A5941,A5948,2,169
A5942,A5935,2,229
A5942,A5936,2,208
A5942,A5937,2,199
A5942,A5938,2,189
A5942,A5939,2,180
A5942,A5940,2,170
A5942,A5941,2,135
A5942,A5943,2,131
A5942,A5944,2,140
A5942,A5945,2,148
A5942,A5946,2,154
A5942,A5947,2,164
A5942,A5948,2,173
A5943,A5935,2,239
A5943,A5936,2,218
A5943,A5937,2,209
A5943,A5938,2,199
A5943,A5939,2,190
A5943,A5940,2,180
A5943,A5941,2,146
A5943,A5942,2,131
A5943,A5944,2,129
A5943,A5945,2,158
A5943,A5946,2,165
A5943,A5947,2,175
A5943,A5948,2,184
A5944,A5935,2,248
A5944,A5936,2,227
A5944,A5937,2,218
A5944,A5938,2,208
A5944,A5939,2,199
A5944,A5940,2,189
A5944,A5941,2,155
A5944,A5942,2,140
A5944,A5943,2,129
A5944,A5945,2,167
A5944,A5946,2,174
A5944,A5947,2,184
A5944,A5948,2,193
A5945,A5935,2,246
A5945,A5936,2,225
A5945,A5937,2,216
A5945,A5938,2,206
A5945,A5939,2,197
A5945,A5940,2,187
A5945,A5941,2,143
A5945,A5942,2,148
A5945,A5943,2,158
A5945,A5944,2,167
A5945,A5946,2,135
A5945,A5947,2,145
A5945,A5948,2,154
A5946,A5935,2,253
A5946,A5936,2,233
A5946,A5937,2,223
A5946,A5938,2,213
A5946,A5939,2,205
A5946,A5940,2,195
A5946,A5941,2,150
A5946,A5942,2,154
A5946,A5943,2,165
A5946,A5944,2,174
A5946,A5945,2,135
A5946,A5947,2,131
A5946,A5948,2,140
A5947,A5935,2,264
A5947,A5936,2,243
A5947,A5937,2,233
A5947,A5938,2,223
A5947,A5939,2,215
A5947,A5940,2,205
A5947,A5941,2,160
A5947,A5942,2,164
A5947,A5943,2,175
A5947,A5944,2,184
A5947,A5945,2,145
A5947,A5946,2,131
A5947,A5948,2,129
A5948,A5935,2,273
A5948,A5936,2,252
A5948,A5937,2,243
A5948,A5938,2,233
A5948,A5939,2,224
A5948,A5940,2,214
A5948,A5941,2,169
A5948,A5942,2,173
A5948,A5943,2,184
A5948,A5944,2,193
A5948,A5945,2,154
A5948,A5946,2,140
A5948,A5947,2,129
A5998,A5999,2,174
A5998,A6000,2,184
A5998,A6001,2,194
A5998,A6002,2,203
A5998,A6003,2,213
A5998,A7809,2,364
A5999,A5998,2,177
A5999,A6000,2,150
A5999,A6001,2,160
A5999,A6002,2,169
A5999,A6003,2,179
A5999,A7809,2,360
A6000,A5998,2,187
A6000,A5999,2,150
A6000,A6001,2,170
A6000,A6002,2,179
A6000,A6003,2,189
A6000,A7809,2,370
A6001,A5998,2,197
A6001,A5999,2,160
A6001,A6000,2,170
A6001,A6002,2,189
A6001,A6003,2,199
A6001,A7809,2,380
A6002,A5998,2,206
A6002,A5999,2,169
A6002,A6000,2,179
A6002,A6001,2,189
A6002,A6003,2,208
A6002,A7809,2,389
A6003,A5998,2,216
A6003,A5999,2,179
A6003,A6000,2,189
A6003,A6001,2,199
A6003,A6002,2,208
A6003,A7809,2,399
A6096,A7812,2,545
A6223,A3978,2,178
A3141,A3269,2,225
A3141,A6323,2,216
A3141,A9288,2,369
A3269,A3141,2,226
A3269,A6323,2,167
A3269,A9288,2,382
A6323,A3141,2,217
A6323,A3269,2,167
A6323,A9288,2,373
A3578,A6346,2,156
A6346,A3578,2,156
A3619,A3628,2,210
A3628,A3619,2,210
A3676,A5667,2,200
A3676,A3677,2,138
A3677,A5667,2,182
A3677,A3676,2,138
A3978,A6223,2,178
A4145,A4146,2,143
A4146,A4145,2,143
A6684,A6690,2,154
A6684,A7908,2,466
A6685,A6689,2,195
A6686,A6688,2,179
A6688,A6686,2,179
A6689,A6685,2,195
A6690,A6684,2,154
A6690,A7908,2,469
A6693,A6694,2,199
A6693,A7627,2,450
A6694,A6693,2,199
A6694,A7627,2,422
A6695,A6696,2,202
A6696,A6695,2,200
A6709,A6710,2,180
A6709,A6711,2,180
A6709,A6712,2,180
A6709,A6713,2,180
A6709,A6714,2,344
A6710,A6709,2,180
A6710,A6711,2,180
A6710,A6712,2,180
A6710,A6713,2,180
A6710,A6714,2,344
A6711,A6709,2,180
A6711,A6710,2,180
A6711,A6712,2,180
A6711,A6713,2,180
A6711,A6714,2,344
A6712,A6709,2,180
A6712,A6710,2,180
A6712,A6711,2,180
A6712,A6713,2,180
A6712,A6714,2,344
A6713,A6709,2,180
A6713,A6710,2,180
A6713,A6711,2,180
A6713,A6712,2,180
A6713,A6714,2,344
A6714,A6709,2,345
A6714,A6710,2,345
A6714,A6711,2,345
A6714,A6712,2,345
A6714,A6713,2,345
A64,A71,2,199
A4689,A4731,2,166
A4731,A4689,2,166
A540,A5376,2,225
A540,A7897,2,456
A540,A7898,2,456
A71,A64,2,199
A5317,A9289,2,361
A7627,A6693,2,269
A7627,A6694,2,240
A7697,A7698,2,130
A7698,A7697,2,130
A7808,A89,2,206
A7809,A5998,2,187
A7809,A5999,2,180
A7809,A6000,2,190
A7809,A6001,2,200
A7809,A6002,2,209
A7809,A6003,2,219
A7812,A6096,2,361
A7897,A5376,2,274
A7897,A540,2,276
A7897,A7898,2,287
A7898,A5376,2,274
A7898,A540,2,276
A7898,A7897,2,287
A7899,A5775,2,145
A7899,A5776,2,150
A7899,A5777,2,162
A7899,A7900,2,168
A7899,A7901,2,267
A7899,A7902,2,168
A7900,A5775,2,173
A7900,A5776,2,152
A7900,A5777,2,164
A7900,A7899,2,168
A7900,A7901,2,270
A7900,A7902,2,133
A7901,A5775,2,278
A7901,A5776,2,252
A7901,A5777,2,264
A7901,A7899,2,269
A7901,A7900,2,271
A7901,A7902,2,271
A7902,A5775,2,173
A7902,A5776,2,152
A7902,A5777,2,164
A7902,A7899,2,168
A7902,A7900,2,133
A7902,A7901,2,270
A7903,A5406,2,158
A7903,A132,2,179
A7903,A5855,2,183
A7903,A7904,2,179
A7903,A7905,2,180
A7903,A7906,2,179
A7903,A9227,2,272
A7903,A9228,2,272
A7904,A5406,2,215
A7904,A132,2,250
A7904,A5855,2,188
A7904,A7903,2,203
A7904,A7905,2,228
A7904,A7906,2,151
A7904,A9227,2,320
A7904,A9228,2,320
A7905,A5406,2,250
A7905,A132,2,272
A7905,A5855,2,262
A7905,A7903,2,240
A7905,A7904,2,264
A7905,A7906,2,264
A7905,A9227,2,357
A7905,A9228,2,357
A7906,A5406,2,215
A7906,A132,2,250
A7906,A5855,2,188
A7906,A7903,2,203
