fare_id,route_id,origin_id,destination_id,contains_id
2401,10729,,,
2401,10730,,,
2401,10731,,,
2401,10732,,,
2401,10733,,,
2401,10734,,,
2401,10738,,,
2401,10739,,,
2401,10740,,,
2401,10743,,,
2401,10746,,,
2401,10747,,,
2401,10749,,,
2401,10750,,,
2401,10752,,,
2401,10753,,,
2401,10754,,,
2401,10755,,,
2401,76156,,,
3668,10737,,,
3668,10748,,,
3668,10751,,,
