timetable_id,route_id,direction_id,start_date,end_date,monday,tuesday,wednesday,thursday,friday,saturday,sunday,timetable_label,service_notes,direction_label,orientation,start_time,end_time
7656,10746,1,20250629,20250831,0,0,0,0,0,0,1,LAWRENCE-HAVERHILL VIA THE LOOP,Sunday only,Inbound,horizontal,,
7657,10746,0,20250629,20250831,0,0,0,0,0,0,1,LAWRENCE-HAVERHILL VIA THE LOOP,Sunday only,Outbound,horizontal,,
7658,10755,1,20250629,20250831,0,0,0,0,0,0,1,LAWRENCE-LOWELL,Sunday only,Inbound,horizontal,,
7659,10732,0,20250629,20250831,0,0,0,0,0,0,1,ANDOVER SQUARE VIA SOUTH BROADWAY,Sunday only,Outbound,horizontal,,
7660,10732,1,20250629,20250831,0,0,0,0,0,0,1,ANDOVER SQUARE VIA SOUTH BROADWAY,Sunday only,Inbound,horizontal,,
7661,10754,0,20250629,20250831,0,0,0,0,0,0,1,VILLAGE MALL VIA BROADWAY,Sunday only,Outbound,horizontal,,
7662,10754,1,20250629,20250831,0,0,0,0,0,0,1,VILLAGE MALL VIA BROADWAY,Sunday only,Inbound,horizontal,,
7663,76299,1,20250629,20250831,0,0,0,0,0,0,1,SALISBURY BEACH VIA AMESBURY,Sunday only,Inbound,horizontal,,
7664,76299,0,20250629,20250831,0,0,0,0,0,0,1,SALISBURY BEACH VIA AMESBURY,Sunday only,Outbound,horizontal,,
7665,10748,1,20250629,20250831,0,0,0,0,0,0,1,THE LOOP VIA PROSPECT HILL,Sunday only,Inbound,horizontal,,
7666,10748,0,20250629,20250831,0,0,0,0,0,0,1,THE LOOP VIA PROSPECT HILL,Sunday only,Outbound,horizontal,,
7667,76298,1,20250629,20250831,1,1,1,1,1,0,0,LAWRENCE-HAVERHILL-NEWBURYPORT LIMITED,Weekday,Inbound,horizontal,,
7668,76298,0,20250629,20250831,1,1,1,1,1,0,0,LAWRENCE-HAVERHILL-NEWBURYPORT LIMITED,Weekday,Outbound,horizontal,,
7669,10755,0,20250629,20250831,0,0,0,0,0,1,0,LAWRENCE-LOWELL,Saturday only,Outbound,horizontal,,
7670,10755,0,20250629,20250831,0,0,0,0,0,0,1,LAWRENCE-LOWELL,Sunday only,Outbound,horizontal,,
