route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
220,1-Sunday,45e39961-1-0fb10047-c,,,1,,1155036275,0,0
220,1-Sunday,8dbd5d60-c-0fb10047-c,,,0,,1155036274,0,0
220,1-Sunday,9b0c16c1-a-0fb10047-c,,,1,,1155036275,0,0
220,1-Sunday,acb03682-9-0fb10047-c,,,0,,1155036274,0,0
220,1-Sunday,aa883ab2-c-0fb10047-c,,,1,,1155036275,0,0
220,1-Sunday,cd6d1639-9-0fb10047-c,,,0,,1155036274,0,0
220,1-Sunday,acf97ebc-a-0fb10047-c,,,1,,1155036275,0,0
220,1-Sunday,3adefbd2-3-0fb10047-c,,,0,,1155036274,0,0
220,1-Sunday,5569e3dc-a-0fb10047-c,,,1,,1155036275,0,0
220,1-Sunday,cdb4c042-b-0fb10047-c,,,0,,1155036274,0,0
220,1-Sunday,9cf3fbf0-7-0fb10047-c,,,1,,1155036275,0,0
220,1-Sunday,17ca3ab9-5-0fb10047-c,,,0,,1155036274,0,0
220,1-Sunday,6f9b5a67-5-0fb10047-c,,,1,,1155036275,0,0
220,1-Sunday,7567424b-9-0fb10047-c,,,0,,1155036274,0,0
220,1-Sunday,8b7f72d2-2-0fb10047-c,,,1,,1155036275,0,0
220,1-Sunday,6bba5b94-8-0fb10047-c,,,0,,1155036274,0,0
220,1-Sunday,c61a9d94-4-0fb10047-c,,,1,,1155036275,0,0
220,1-Sunday,2bfa6f48-6-0fb10047-c,,,0,,1155036274,0,0
220,1-Sunday,c201b74a-7-0fb10047-c,,,1,,1155036275,0,0
220,1-Sunday,060cf667-1-0fb10047-c,,,0,,1155036274,0,0
220,1-Sunday,30b41643-c-0fb10047-c,,,1,,1155036275,0,0
220,1-Sunday,ab738aab-7-0fb10047-c,,,0,,1155036274,0,0
220,1-Sunday,6dd5ed9b-9-0fb10047-c,,,1,,1155036275,0,0
220,1-Sunday,46469db0-9-0fb10047-c,,,0,,1155036274,0,0
220,1-Sunday,cf0501e6-0-0fb10047-c,,,1,,1155036275,0,0
220,1-Sunday,8d11fa9e-2-0fb10047-c,,,0,,1155036274,0,0
220,1-Sunday,b459e1c9-6-0fb10047-c,,,1,,1155036275,0,0
220,1-Sunday,2d2b00fa-a-0fb10047-c,,,0,,1155036274,0,0
220,1-Sunday,fb79d4ea-4-0fb10047-c,,,1,,1155036275,0,0
220,1-Sunday,cad92c1d-3-0fb10047-c,,,0,,1155036274,0,0
220,1-Sunday,ab66eb12-d-0fb10047-c,,,1,,1155036275,0,0
220,1-Sunday,042a4d8b-c-0fb10047-c,,,0,,1155036274,0,0
220,1-Sunday,0dfe07db-a-0fb10047-c,,,1,,1155036275,0,0
220,1-Sunday,4ff406fc-3-0fb10047-c,,,0,,1155036274,0,0
220,1-Sunday,65f33e08-2-0fb10047-c,,,1,,1155036275,0,0
220,1-Sunday,c23dad2d-b-0fb10047-c,,,0,,1155036274,0,0
220,1-Sunday,d2866ff6-0-0fb10047-c,,,1,,1155036275,0,0
220,2-Saturday,0f70c53b-4-2c2bf347-c,,,0,,1155036274,0,0
220,2-Saturday,ee0aa90a-1-2c2bf347-c,,,1,,1155036275,0,0
220,2-Saturday,ae1528fb-7-2c2bf347-c,,,0,,1155036274,0,0
220,2-Saturday,5c81b4b2-c-2c2bf347-c,,,1,,1155036275,0,0
220,2-Saturday,3aff2c98-0-2c2bf347-c,,,0,,1155036274,0,0
220,2-Saturday,1eda53c7-5-2c2bf347-c,,,1,,1155036275,0,0
220,2-Saturday,7832953a-3-2c2bf347-c,,,0,,1155036274,0,0
220,2-Saturday,027bcd68-f-2c2bf347-c,,,1,,1155036275,0,0
220,2-Saturday,7c55ed66-c-2c2bf347-c,,,0,,1155036274,0,0
220,2-Saturday,927568b0-b-2c2bf347-c,,,1,,1155036275,0,0
220,2-Saturday,6ec52495-a-2c2bf347-c,,,0,,1155036274,0,0
220,2-Saturday,b839db43-9-2c2bf347-c,,,1,,1155036275,0,0
220,2-Saturday,4b0681f0-7-2c2bf347-c,,,0,,1155036274,0,0
220,2-Saturday,e8340a52-9-2c2bf347-c,,,1,,1155036275,0,0
220,2-Saturday,c1b851cb-b-2c2bf347-c,,,0,,1155036274,0,0
220,2-Saturday,d2a5e857-d-2c2bf347-c,,,1,,1155036275,0,0
220,2-Saturday,fa9420af-9-2c2bf347-c,,,0,,1155036274,0,0
220,2-Saturday,f7cdc2e5-4-2c2bf347-c,,,1,,1155036275,0,0
220,2-Saturday,9299424f-d-2c2bf347-c,,,0,,1155036274,0,0
220,2-Saturday,90e57ea6-b-2c2bf347-c,,,1,,1155036275,0,0
220,2-Saturday,7de2b53d-5-2c2bf347-c,,,0,,1155036274,0,0
220,2-Saturday,56c92c01-2-2c2bf347-c,,,1,,1155036275,0,0
