route_id,total_boardings,pct_share,cum_share
F1,118575.0,0.48688700279628966,0.48688700279628966
F4,55290.0,0.22702915778711244,0.7139161605834021
F2H,39775.0,0.1633222056607415,0.8772383662441436
F3,16636.0,0.06830994879628147,0.9455483150404251
F6,8294.0,0.03405642674419082,0.979604741784616
F5,4967.0,0.02039525821538411,1.0
