route_id,day_type_name,total_boardings
741,weekday,6310.440847458681
742,weekday,3500.9492232871016
743,weekday,9568.621258517134
746,weekday,904.60283604246
749,weekday,8333.101410567768
751,weekday,4618.2844241268585
