shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
1f7032ca-1182-45a2-9627-770580c1aca9,42.2993627071001,-71.3745973333476,20,4128.05
cb7954c3-4f25-47ad-83e5-0cc468a0f704,42.258514002473,-71.4246983185231,38,9172.92
116c48b8-ccc9-4391-ac93-d38c3ed825a9,42.2931037719908,-71.3862461677936,10,3427.24
116c48b8-ccc9-4391-ac93-d38c3ed825a9,42.2777856753937,-71.4093829041352,3,360.64
a4343a34-dbe1-4155-8e64-098298f2e552,42.346049239996,-71.55065486137,0,0
6db9ad31-bc72-4c05-8e2d-1750d9b7d8d9,42.2998776912616,-71.4345017930568,27,14751.97
d3410dfa-b265-484b-bde8-cc505aeb670d,42.2991092383331,-71.3595099067396,3,1862.57
87a2315d-d10b-433b-bdf3-bee2f5d841c3,42.2999621808506,-71.5013746322021,20,7924.26
45de271b-f063-459c-ace0-2a5886a9d1c4,42.3023185016107,-71.3373012147725,25,9798.54
1a3bb90e-39bd-42a8-aee5-9c235210c1ca,42.34858795098,-71.5618302858967,9,1881.47
709a77da-33f5-4520-b815-a1be5f72dfbc,42.2968454537896,-71.4727796001899,27,7743.44
00d796b5-0044-4e89-b25b-63241ad7ec28,42.275418625797,-71.3545665952305,80,16004.52
f2ac62e3-4e8b-448f-abe5-23dee4a34dd7,42.2766873107366,-71.3572662387649,114,25025.13
f2ac62e3-4e8b-448f-abe5-23dee4a34dd7,42.2850638499894,-71.3406848216465,78,19088.09
58d6daae-0b71-4e38-94f2-d3bdfab96f37,42.2778902815515,-71.4116627819337,2,304.86
e06cf8b6-197f-436c-8e5f-4852421526a0,42.2784522043736,-71.346878042631,63,13997.45
ee4a9731-d677-46cf-b6de-4056519c82df,42.2961400327766,-71.296291577595,59,9751.84
a06bbebf-63e8-446f-ad75-7896c1113b38,42.2562663111845,-71.4783304320771,21,11449.03
791bd6d1-4ac1-4d09-a490-cf416b365e04,42.2902284437554,-71.352218321098,52,13806.88
522c9f9c-6f71-43a2-bbde-d07fa0b50379,42.2790503370196,-71.4093158489058,2,435.17
ee4a9731-d677-46cf-b6de-4056519c82df,42.3009009540618,-71.25972636102,41,6198.98
7fac9a3a-4896-47ef-a5a7-b6220f809af2,42.2758746013567,-71.411843831053,52,22429.12
2ae7cb28-5016-4e06-ab62-e6ff783c178a,42.2960193333637,-71.4871937922951,20,8264.83
f2ac62e3-4e8b-448f-abe5-23dee4a34dd7,42.3019389690124,-71.3838911881382,29,8216.32
58d6daae-0b71-4e38-94f2-d3bdfab96f37,42.2758746013567,-71.411843831053,0,0
116c48b8-ccc9-4391-ac93-d38c3ed825a9,42.3017297566968,-71.3778280542986,18,5164.42
bcf97166-39c3-4e42-b1ec-952c50424f96,42.2791844474783,-71.416754956052,8,1262.47
ee4a9731-d677-46cf-b6de-4056519c82df,42.2986787437605,-71.2803445029464,54,8384.96
adf6bdfe-a1c8-4952-b53b-0b7276ceae9e,42.1499207407189,-71.4883605532861,51,12690.62
8d28332b-91dc-427b-9693-798695383c6f,42.2941605624056,-71.4644660928527,4,444.38
323f9295-34b2-4025-9518-f7c5a6ad0acc,42.2986465572504,-71.3981390832746,17,6601.76
2627a0fb-f03a-47b7-a044-5ce4fa08245f,42.2997435808029,-71.3765888736599,16,4519.87
7fac9a3a-4896-47ef-a5a7-b6220f809af2,42.1828314472932,-71.4450039830806,25,9821.88
2627a0fb-f03a-47b7-a044-5ce4fa08245f,42.3019148291299,-71.3873257569865,42,5982.71
dbdc228e-b90f-495b-a216-14a6399b1186,42.30447551,-71.51614666,42,16428.48
709a77da-33f5-4520-b815-a1be5f72dfbc,42.316228438391,-71.5212900353247,67,14742.54
a06bbebf-63e8-446f-ad75-7896c1113b38,42.2544383856319,-71.4755865320913,12,9662.68
ff965b36-520b-4106-957b-cdfc39152030,42.300481188326,-71.4342711230678,18,3441.07
9bcf911c-bc0b-4618-8513-ad6a01a0476d,42.286761688397,-71.4228274776237,9,1498.2
709a77da-33f5-4520-b815-a1be5f72dfbc,42.2933800395358,-71.4672944824275,15,6340.04
17233672-961e-4210-9582-5acad72e5880,42.2931319351871,-71.4604977643786,12,6779.41
9bcf911c-bc0b-4618-8513-ad6a01a0476d,42.3218744887039,-71.397624099113,67,12097.97
bcf97166-39c3-4e42-b1ec-952c50424f96,42.2770976887404,-71.4153910526866,6,858.66
ed582567-1407-4f72-a86f-250771727bf2,42.1499207407189,-71.4883605532861,45,18044.76
bcf97166-39c3-4e42-b1ec-952c50424f96,42.2782939540323,-71.4095371311627,4,359.15
580edf11-7d54-490b-8fac-edaeb138b110,42.1499207407189,-71.4883605532861,0,0
f2ac62e3-4e8b-448f-abe5-23dee4a34dd7,42.274076180105,-71.3558808777261,109,24406.95
1499fae1-4207-432e-a615-c5b7409b0707,42.1604712105078,-71.4999047815743,9,2002.31
709a77da-33f5-4520-b815-a1be5f72dfbc,42.2971016047657,-71.4846175303827,29,8716.95
323f9295-34b2-4025-9518-f7c5a6ad0acc,42.2935235377266,-71.4621030665698,6,652.79
2627a0fb-f03a-47b7-a044-5ce4fa08245f,42.3023560525391,-71.3863936892983,39,5888.28
f2ac62e3-4e8b-448f-abe5-23dee4a34dd7,42.2810137141355,-71.3334562679205,81,19861.71
f31c12bc-f60f-42c9-98e2-84ef0f324996,42.2952388104939,-71.4880467348126,20,9313.02
116c48b8-ccc9-4391-ac93-d38c3ed825a9,42.3038379731082,-71.3997873008124,74,10068.01
2627a0fb-f03a-47b7-a044-5ce4fa08245f,42.2776850925496,-71.4095384722673,3,305.22
f2ac62e3-4e8b-448f-abe5-23dee4a34dd7,42.3029689373356,-71.3613150335142,62,15452.79
116c48b8-ccc9-4391-ac93-d38c3ed825a9,42.3013596118307,-71.3897142642566,57,7310.29
b3be799b-deb3-49ee-81da-777f4b5b4b01,42.2982442258742,-71.407660925845,23,10143.92
2627a0fb-f03a-47b7-a044-5ce4fa08245f,42.3010632277169,-71.3880338602086,44,6099.1
0f78b0ab-8bf7-4e71-863e-2e8ae582d065,42.2941779967653,-71.4636574067865,12,2302.82
323f9295-34b2-4025-9518-f7c5a6ad0acc,42.2991172849606,-71.3831120063729,18,7837.93
0f78b0ab-8bf7-4e71-863e-2e8ae582d065,42.2942450519946,-71.4684250335947,9,1902.18
cb7954c3-4f25-47ad-83e5-0cc468a0f704,42.26926563795,-71.4326832552364,23,5779.9
a4343a34-dbe1-4155-8e64-098298f2e552,42.2900634878912,-71.4286653058926,47,18937.53
32244de3-9fd2-4a6d-9298-3f65a391c061,42.3126356192014,-71.275373028241,101,18891.41
c1718708-0ba5-4b53-bea7-c29a266dbdc5,42.2758746013567,-71.411843831053,0,0
17233672-961e-4210-9582-5acad72e5880,42.2998347759148,-71.3926164145837,5,867.44
9bcf911c-bc0b-4618-8513-ad6a01a0476d,42.2970305262226,-71.4306715983553,12,2810.59
c1718708-0ba5-4b53-bea7-c29a266dbdc5,42.3013113320656,-71.3459540215703,14,7606.15
17233672-961e-4210-9582-5acad72e5880,42.2998057,-71.39492154,6,1056.92
f2ac62e3-4e8b-448f-abe5-23dee4a34dd7,42.301855820528,-71.3596654748717,66,15850.74
3d57a68c-360c-4c6c-bf48-3cc72f0ea5b9,42.2758746013567,-71.411843831053,19,5320.45
58d6daae-0b71-4e38-94f2-d3bdfab96f37,42.2084881191544,-71.5470674065988,26,22994.62
c1718708-0ba5-4b53-bea7-c29a266dbdc5,42.2823373843632,-71.3610387659692,7,4457.21
3d57a68c-360c-4c6c-bf48-3cc72f0ea5b9,42.2788585590636,-71.4094714170379,16,4894.19
2d3f005c-d993-4525-b6fc-3fd32fbadd85,42.3044736566826,-71.5153221199108,18,11305.98
b3be799b-deb3-49ee-81da-777f4b5b4b01,42.2949236509158,-71.4880534403356,1,428.12
323f9295-34b2-4025-9518-f7c5a6ad0acc,42.2989496468872,-71.3735928460117,23,8624.27
cb7954c3-4f25-47ad-83e5-0cc468a0f704,42.2700247031465,-71.4300949233827,28,6753.14
b3be799b-deb3-49ee-81da-777f4b5b4b01,42.2996953010378,-71.4411684239607,19,7359.52
9bcf911c-bc0b-4618-8513-ad6a01a0476d,42.2894573086177,-71.4135255762056,120,20561
709a77da-33f5-4520-b815-a1be5f72dfbc,42.296775716351,-71.4920807774115,41,9638.04
ee4a9731-d677-46cf-b6de-4056519c82df,42.302584040319,-71.2547119709678,40,5746.42
791bd6d1-4ac1-4d09-a490-cf416b365e04,42.3108465856818,-71.3751753494248,62,18587.38
9bcf911c-bc0b-4618-8513-ad6a01a0476d,42.3261499301284,-71.4033278169231,54,10074.65
c1718708-0ba5-4b53-bea7-c29a266dbdc5,42.291510539741,-71.3485034613909,11,6442.09
a06bbebf-63e8-446f-ad75-7896c1113b38,42.259004846752,-71.4798150348553,14,10296.29
dbdc228e-b90f-495b-a216-14a6399b1186,42.305753070459,-71.5260227934136,48,17353.4
580edf11-7d54-490b-8fac-edaeb138b110,42.1524098308331,-71.4873520426364,2,444.44
58d6daae-0b71-4e38-94f2-d3bdfab96f37,42.2357219300104,-71.5074243549958,17,17019.91
c1718708-0ba5-4b53-bea7-c29a266dbdc5,42.2989590346193,-71.3460613099373,13,7344.61
2ae7cb28-5016-4e06-ab62-e6ff783c178a,42.3292827504446,-71.5386586808359,48,17694.2
116c48b8-ccc9-4391-ac93-d38c3ed825a9,42.2761012480319,-71.4167965302942,109,17601.49
c1718708-0ba5-4b53-bea7-c29a266dbdc5,42.2823172677944,-71.3591585373377,8,4611.8
8a3c1ae9-3e65-4167-828e-c0e15f7307f3,42.2758746013567,-71.411843831053,0,0
2d3f005c-d993-4525-b6fc-3fd32fbadd85,42.3102766162322,-71.517772317992,20,12008.25
c1718708-0ba5-4b53-bea7-c29a266dbdc5,42.2842967381654,-71.3473420648183,10,5634.83
c1718708-0ba5-4b53-bea7-c29a266dbdc5,42.300620663203,-71.3502348274132,16,7968.33
a6e3e0f9-ca9b-43cb-ab1b-b5ef20bffddc,42.3013073087518,-71.3486362307451,7,2941.25
a06bbebf-63e8-446f-ad75-7896c1113b38,42.2758746013567,-71.411843831053,38,25033.88
dbdc228e-b90f-495b-a216-14a6399b1186,42.3456616607703,-71.5600197947037,74,24888.99
c1718708-0ba5-4b53-bea7-c29a266dbdc5,42.2776099906927,-71.4094673937242,2,285.49
f2ac62e3-4e8b-448f-abe5-23dee4a34dd7,42.2758746013567,-71.411843831053,139,31262.74
2dc6b2ff-f920-464d-8e56-88cbdd542e6e,42.346585681831,-71.5507272810178,3,421.44
c1718708-0ba5-4b53-bea7-c29a266dbdc5,42.2839252521947,-71.3474225310935,9,5593.02
116c48b8-ccc9-4391-ac93-d38c3ed825a9,42.3031124355264,-71.4016903282219,75,10243.96
44ba41ce-97bf-4b83-8ed2-22be391da44e,42.2967448709455,-71.4868839971354,32,8928.24
2d3f005c-d993-4525-b6fc-3fd32fbadd85,42.346946438965,-71.5472578434502,29,17551.4
116c48b8-ccc9-4391-ac93-d38c3ed825a9,42.2905731076344,-71.3932936724003,9,2783.3
c1718708-0ba5-4b53-bea7-c29a266dbdc5,42.2977828858961,-71.3479697017652,12,7140.45
cb7954c3-4f25-47ad-83e5-0cc468a0f704,42.27655464,-71.41777396,15,4138.47
a06bbebf-63e8-446f-ad75-7896c1113b38,42.2760288283842,-71.4108433670308,37,24949.86
f2ac62e3-4e8b-448f-abe5-23dee4a34dd7,42.2782000767112,-71.3740367516301,123,26774.52
1676f7fb-c9ac-422a-9316-5cfac89e5074,42.300620663203,-71.3502348274132,5,2678.98
87a2315d-d10b-433b-bdf3-bee2f5d841c3,42.3460854498199,-71.5459462431637,8,1051.99
792fe5fe-01b8-4b19-ba95-775c2e0a66cd,42.2856593004262,-71.3465119210787,6,2341.96
522c9f9c-6f71-43a2-bbde-d07fa0b50379,42.2758746013567,-71.411843831053,0,0
dbdc228e-b90f-495b-a216-14a6399b1186,42.298202651632,-71.4964420495297,30,11207.52
31084152-d0bb-4f85-ace9-f57350f1398d,42.2937005635322,-71.4592103039748,26,6330.84
116c48b8-ccc9-4391-ac93-d38c3ed825a9,42.2873437277879,-71.4256612316168,97,15556.88
791bd6d1-4ac1-4d09-a490-cf416b365e04,42.2738642855802,-71.402236157789,95,28128.25
2ae7cb28-5016-4e06-ab62-e6ff783c178a,42.278749929592,-71.420001770258,3,347.38
791bd6d1-4ac1-4d09-a490-cf416b365e04,42.2804544735226,-71.399642461517,13,2860.61
87a2315d-d10b-433b-bdf3-bee2f5d841c3,42.3023117960877,-71.505609840489,19,7489.15
1f7032ca-1182-45a2-9627-770580c1aca9,42.2991078972285,-71.3738825246026,19,4062.83
