25021~01906 ,      2330,   0.11282
25021~01906 ,      2315,   0.00046
25021~01906 ,      2314,   0.00174
25021~1907A ,      2308,   0.00076
25021~1907A ,      2309,   0.00076
25021~1907A ,      2311,   0.99425
25021~1907A ,      2310,   0.00375
25021~1907A ,      2312,   0.00123
25021~1907A ,      2313,   0.00083
25021~01925 ,      2306,   0.99697
25021~01925 ,      2305,   0.00521
25021~01925 ,      2307,   0.01275
25021~01925 ,      1664,   0.00108
25021~01925 ,      1605,   0.00117
25021~01928 ,      2307,   0.93101
25021~01928 ,      1665,   0.00158
25017~01376 ,      1606,   0.02165
25017~01376 ,      1664,   0.00216
25017~01376 ,      1605,   0.99611
25017~01376 ,      1601,   0.02314
25005~0286A ,      3257,   0.01012
25005~0286A ,      3258,   1.00000
25005~00295 ,      3270,   0.99964
25005~00295 ,      3246,   0.00050
25005~00443 ,      3247,   0.99960
25005~00297 ,      3269,   1.00000
25005~0389B ,      3175,   0.99400
25005~0389B ,      3176,   0.00241
25005~0389B ,      3177,   0.00334
25005~00287 ,      3279,   1.00000
25005~00382 ,      3169,   0.99961
25021~01974 ,      3545,   1.00000
25005~0446B ,      3239,   0.96984
25005~0446B ,      3251,   0.00065
25021~01895 ,      2385,   0.80289
25021~01895 ,      2388,   0.03043
25021~01895 ,      2383,   0.00189
25021~01895 ,      2386,   0.00045
25021~01896 ,      2388,   0.96552
25005~0446A ,      3239,   0.00053
25005~0446A ,      5009,   0.00039
25005~0446A ,      3251,   0.99579
25005~0446A ,      3240,   0.00526
25005~0446A ,      3253,   0.00324
25021~2087A ,      2395,   0.02493
25021~2087A ,      2393,   0.00129
25021~2087A ,      2394,   0.99371
25005~00453 ,      3182,   0.99957
25005~00383 ,      3169,   0.00039
25005~00383 ,      3170,   0.99713
25005~00383 ,      3166,   0.00036
25005~00454 ,      3182,   0.00043
25005~00454 ,      3181,   0.94885
25005~00456 ,      3186,   0.00897
25005~00456 ,      3185,   0.04545
25005~00456 ,      3180,   0.92600
25005~00457 ,      3185,   0.95455
25005~00384 ,      3164,   0.26995
25021~1953B ,      1670,   0.91489
25021~1953B ,      1669,   0.00201
25021~1954A ,      1652,   0.00031
25021~1954A ,      1668,   0.99967
25021~1954A ,      1669,   0.00040
25021~1894B ,      2387,   0.01350
25021~1894B ,      2382,   0.00039
25021~1894B ,      2383,   0.00038
25021~1894B ,      2384,   0.77606
25021~1955A ,      1673,   0.99347
25021~1955A ,      1671,   0.00333
25021~1955A ,      2391,   0.00125
25021~1955A ,      1670,   0.02810
25021~1955A ,      1672,   0.00081
25021~1955A ,      1669,   0.00282
25021~01893 ,      2388,   0.00203
25021~01893 ,      2389,   0.98338
25021~01893 ,      1662,   0.00040
25021~1894A ,      2389,   0.01662
25021~1894A ,      2387,   0.98650
25021~1894A ,      2384,   0.00845
25005~00450 ,      3180,   0.07400
